"location","year","total","single","multi","multiTwo","multiThreeFour","multiFivePlus","county","status","permits_vli","permits_li","permits_mod","permits_abovemod","permits","permits_check","location_df"
"CORTE MADERA TOWN","1995",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","1996",46,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","1997",62,62,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","1998",28,28,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","1999",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2000",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2001",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2002",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2003",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2004",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2005",80,1,79,0,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2006",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2007",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2008",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2010",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2011",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2012",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2013",180,0,180,0,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2014",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORTE MADERA TOWN","2015",0,0,0,0,0,0,"MARIN","Final",5,12,2,164,183,183,"CORTE MADERA"
"CORTE MADERA TOWN","2016",0,0,0,0,0,0,"MARIN","Final",2,1,1,13,17,17,"CORTE MADERA"
"CORTE MADERA TOWN","2017",0,0,0,0,0,0,"MARIN","Final",1,0,2,2,5,5,"CORTE MADERA"
"CORTE MADERA TOWN","2018",0,0,0,0,0,0,"MARIN","Final",5,0,2,0,7,7,"CORTE MADERA"
"CORTE MADERA TOWN","2019",0,0,0,NA,NA,NA,"MARIN","Final",3,0,1,0,4,4,"CORTE MADERA"
"COSTA MESA","1980",250,222,28,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1981",265,259,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1982",81,66,15,6,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1983",350,173,177,6,16,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1984",766,536,230,10,39,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1985",1426,170,1256,2,31,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1986",1000,55,945,18,12,915,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1987",842,53,789,50,59,680,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1988",1003,75,928,34,104,790,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1989",237,109,128,16,30,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1990",224,106,118,0,0,118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1991",270,71,199,10,6,183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1992",96,74,22,6,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1993",29,29,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1994",9,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1995",21,16,5,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1996",69,69,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1997",59,57,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1998",51,51,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","1999",61,59,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2000",58,58,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2001",87,87,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2002",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2003",85,85,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2004",65,61,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2005",97,65,32,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2006",86,80,6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2007",590,38,552,0,0,552,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2008",39,14,25,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2009",10,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2010",9,5,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2011",31,21,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2012",36,36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2013",197,84,113,0,0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COSTA MESA","2014",196,178,18,0,0,18,"ORANGE","Final",0,0,50,50,100,100,"COSTA MESA"
"COSTA MESA","2015",229,229,0,0,0,0,"ORANGE","Final",0,0,0,93,93,93,"COSTA MESA"
"COSTA MESA","2016",644,154,490,0,0,490,"ORANGE","Final",0,0,0,115,115,115,"COSTA MESA"
"COSTA MESA","2017",196,196,0,0,0,0,"ORANGE","Final",0,0,0,260,260,260,"COSTA MESA"
"COSTA MESA","2018",163,163,0,0,0,0,"ORANGE","Final",0,4,0,177,181,181,"COSTA MESA"
"COSTA MESA","2019",185,74,111,NA,NA,NA,"ORANGE","Final",0,4,2,192,198,198,"COSTA MESA"
"COTATI","1980",95,95,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1981",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1982",38,1,37,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1983",28,19,9,0,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1984",88,29,59,10,7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1985",71,63,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1986",175,171,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1987",55,29,26,0,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1988",164,150,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1989",185,163,22,2,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1990",52,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1991",55,55,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1992",16,12,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1993",47,41,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1994",12,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1995",11,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1996",15,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1997",18,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1998",44,44,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","1999",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2000",58,10,48,0,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2001",52,52,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2002",45,41,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2003",182,105,77,6,40,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2004",63,63,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2005",53,23,30,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2006",46,46,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2007",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2008",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2009",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2010",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2011",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2012",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2013",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2014",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2015",5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COTATI","2016",18,18,0,0,0,0,"SONOMA","Final",1,3,0,16,20,20,"COTATI"
"COTATI","2017",19,19,0,0,0,0,"SONOMA","Final",3,10,11,22,46,46,"COTATI"
"COTATI","2018",2,2,0,0,0,0,"SONOMA","Final",0,0,2,0,2,2,"COTATI"
"COTATI","2019",2,2,0,NA,NA,NA,"SONOMA","Final",1,3,0,3,7,7,"COTATI"
"COVINA","1980",57,15,42,26,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1981",90,77,13,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1982",37,31,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1983",226,197,29,2,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1984",259,120,139,4,111,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1985",640,507,133,20,41,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1986",171,56,115,8,81,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1987",81,3,78,6,4,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1988",118,3,115,12,32,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1989",165,95,70,2,35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1990",24,3,21,0,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1991",30,10,20,4,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1992",58,51,7,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1993",8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1994",60,60,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1995",30,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1996",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1997",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1998",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","1999",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2000",42,42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2001",38,38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2002",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2003",2,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2004",46,40,6,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2005",85,51,34,6,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2006",33,33,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2007",10,0,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2008",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2010",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2011",32,0,32,2,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2012",5,1,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2013",56,52,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2014",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2015",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2016",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2017",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2018",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COVINA","2019",4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1980",42,36,6,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1981",71,9,62,0,54,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1982",5,2,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1983",54,54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1984",4,0,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1985",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1986",5,1,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1987",38,0,38,0,12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1988",44,8,36,4,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1989",12,0,12,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1990",63,25,38,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1991",15,13,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1992",8,4,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1993",16,0,16,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1994",39,3,36,12,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1995",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1996",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1997",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1998",16,0,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","1999",2,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2000",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2001",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2002",4,0,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2003",16,2,14,6,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2004",80,3,77,2,0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2005",9,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2006",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2007",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2008",4,0,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2010",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2011",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2012",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2013",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2014",2,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2015",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2016",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2017",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2018",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRESCENT CITY","2019",3,1,2,NA,NA,NA,"DEL NORTE","Final",0,0,2,1,3,3,"CRESCENT CITY"
"CUDAHY","1980",29,11,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1981",53,17,36,8,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1982",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1983",19,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1984",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1985",46,8,38,38,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1986",68,37,31,22,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1987",69,6,63,48,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1988",48,14,34,34,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1989",67,59,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1990",20,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1991",31,13,18,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1992",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1993",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1994",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1995",12,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1996",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1997",3,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1998",38,0,38,2,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","1999",58,18,40,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2000",70,25,45,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2001",19,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2002",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2003",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2004",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2005",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2006",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2007",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2008",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2010",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2011",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2012",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2013",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2014",6,6,0,0,0,0,"LOS ANGELES","Final",0,0,0,0,0,0,"CUDAHY"
"CUDAHY","2015",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2016",1,1,0,0,0,0,"LOS ANGELES","Final",0,0,0,0,0,0,"CUDAHY"
"CUDAHY","2017",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2018",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUDAHY","2019",2,2,0,NA,NA,NA,"LOS ANGELES","Final",2,0,0,10,12,12,"CUDAHY"
"CULVER CITY","1980",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1981",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1982",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1983",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1984",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1985",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1986",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1987",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1988",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1989",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1990",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1991",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1992",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1993",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1994",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1995",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1996",71,26,45,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1997",63,13,50,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1998",9,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","1999",51,51,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2000",35,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2001",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2002",9,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2003",8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2004",13,11,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2005",11,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2006",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2007",5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2008",13,9,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2009",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2010",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2011",28,0,28,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2012",5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2013",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2014",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2015",8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2016",6,3,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CULVER CITY","2017",185,47,138,0,4,134,"LOS ANGELES","Final",6,0,0,83,89,89,"CULVER CITY"
"CULVER CITY","2018",247,29,218,2,11,205,"LOS ANGELES","Final",0,4,4,271,279,279,"CULVER CITY"
"CULVER CITY","2019",31,14,17,NA,NA,NA,"LOS ANGELES","Final",0,0,0,63,63,63,"CULVER CITY"
"CUPERTINO","1980",125,125,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPERTINO","1981",113,98,15,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPERTINO","1982",50,50,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPERTINO","1983",72,69,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPERTINO","1984",208,184,24,0,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CUPERTINO","1985",267,106,161,6,0,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
