"GEO_ID","NAME","B25077_001E","B25077_001M"
"1600000US0646660","Mecca CDP, California","155000","7633"
"1600000US0673710","Springville CDP, California","160600","28694"
"1600000US0662490","Rodeo CDP, California","431800","14978"
"1600000US0670588","Scotts Valley city, California","789900","38623"
"1600000US0678232","Terminous CDP, California","172000","25655"
"1600000US0638548","Kings Beach CDP, California","450000","62987"
"1600000US0668252","San Mateo city, California","1007200","22607"
"1600000US0618324","Deer Park CDP, California","1035700","315432"
"1600000US0639290","La Habra city, California","505800","17156"
"1600000US0624960","Forestville CDP, California","482900","51322"
"1600000US0647164","Mettler CDP, California","135900","20205"
"1600000US0646618","Meadow Valley CDP, California","257400","28408"
"1600000US0683668","Watsonville city, California","434900","14694"
"1600000US0606475","Big Bend CDP, California","121600","46786"
"1600000US0661096","Riverdale CDP, California","159400","10771"
"1600000US0668140","San Lucas CDP, California","224100","16784"
"1600000US0623294","Fair Oaks CDP, California","448600","13076"
"1600000US0633364","Hermosa Beach city, California","1357300","132178"
"1600000US0640526","Las Flores CDP (Orange County), California","779600","30425"
"1600000US0677700","Tahoe Vista CDP, California","605600","113141"
"1600000US0628182","Garden Acres CDP, California","153900","8779"
"1600000US0681554","Vacaville city, California","391100","6212"
"1600000US0606728","Biola CDP, California","145500","18381"
"1600000US0616035","Concow CDP, California","196600","59488"
"1600000US0604982","Bellflower city, California","436200","6877"
"1600000US0618674","Del Rey CDP, California","176100","42488"
"1600000US0614190","Cloverdale city, California","445000","20066"
"1600000US0651574","Nord CDP, California","257400","120472"
"1600000US0600996","Allendale CDP, California","632100","77900"
"1600000US0662546","Rohnert Park city, California","415300","12667"
"1600000US0612132","Cayucos CDP, California","706600","49463"
"1600000US0623973","Fetters Hot Springs-Agua Caliente CDP, California","549600","53629"
"1600000US0632562","Hayfork CDP, California","299600","68463"
"1600000US0678162","Templeton CDP, California","505600","51866"
"1600000US0608310","Brisbane city, California","872700","54591"
"1600000US0618086","Davenport CDP, California","742200","167642"
"1600000US0683374","Walnut Grove CDP, California","436800","70915"
"1600000US0641474","Lincoln city, California","416800","8072"
"1600000US0630560","Graeagle CDP, California","329400","55573"
"1600000US0646842","Menifee city, California","314700","4618"
"1600000US0622230","El Monte city, California","427400","6422"
"1600000US0668014","San Juan Bautista city, California","546500","60819"
"1600000US0607946","Bradbury city, California","1691000","245117"
"1600000US0631260","Gridley city, California","181100","15242"
"1600000US0606935","Blacklake CDP, California","716000","171515"
"1600000US0687042","Yucaipa city, California","312700","10775"
"1600000US0645736","Maricopa city, California","68200","24317"
"1600000US0638310","Kernville CDP, California","225000","36750"
"1600000US0609324","Butte Valley CDP, California","391700","100961"
"1600000US0683262","Walker CDP, California","233300","31077"
"1600000US0660900","Rio Dell city, California","197800","25547"
"1600000US0678470","Thermalito CDP, California","151300","13270"
"1600000US0614288","Coarsegold CDP, California","281500","71470"
"1600000US0621034","East Rancho Dominguez CDP, California","332800","12303"
"1600000US0667042","San Gabriel city, California","659500","15569"
"1600000US0683948","Weldon CDP, California","91300","26939"
"1600000US0660018","Redondo Beach city, California","875000","17649"
"1600000US0606635","Big River CDP, California","89200","25009"
"1600000US0683346","Walnut Creek city, California","758500","17715"
"1600000US0640886","Lawndale city, California","476500","27234"
"1600000US0682815","Vincent CDP, California","406500","11270"
"1600000US0612818","Cherokee CDP, California","281300","209256"
"1600000US0621782","El Centro city, California","182300","10737"
"1600000US0659514","Rancho Palos Verdes city, California","1114800","21128"
"1600000US0680560","Trowbridge CDP, California","313300","85239"
"1600000US0610270","Camino CDP, California","403700","40047"
"1600000US0663218","Rowland Heights CDP, California","618000","10817"
"1600000US0620438","Earlimart CDP, California","131300","12396"
"1600000US0646814","Mendocino CDP, California","668500","557578"
"1600000US0640130","Lancaster city, California","242100","5734"
"1600000US0613560","Citrus CDP, California","402300","14828"
"1600000US0655058","Pala CDP, California","266700","84163"
"1600000US0648147","Mission Canyon CDP, California","1147600","178810"
"1600000US0642202","Lodi city, California","294000","7158"
"1600000US0610044","Camanche Village CDP, California","271500","53181"
"1600000US0612552","Cerritos city, California","660800","6501"
"1600000US0624750","Forbestown CDP, California","206600","167698"
"1600000US0637596","Junction City CDP, California","323500","45651"
"1600000US0637624","June Lake CDP, California","356900","152086"
"1600000US0616742","Covina city, California","467400","6835"
"1600000US0639283","Lagunitas-Forest Knolls CDP, California","748300","112708"
"1600000US0604030","Barstow city, California","107100","6808"
"1600000US0668112","San Lorenzo CDP, California","545200","14596"
"1600000US0672380","Smith River CDP, California","260000","189457"
"1600000US0657582","Planada CDP, California","132100","11314"
"1600000US0620984","East Pasadena CDP, California","721000","27862"
"1600000US0652760","Oak Hills CDP, California","340200","24681"
"1600000US0672688","Soquel CDP, California","663100","44579"
"1600000US0649852","Mount Shasta city, California","255300","26323"
"1600000US0608142","Brentwood city, California","543900","11570"
"1600000US0643126","Lookout CDP, California","483300","372563"
"1600000US0646338","Maxwell CDP, California","168800","56440"
"1600000US0619612","Dos Palos city, California","183500","34220"
"1600000US0667070","San Geronimo CDP, California","824600","176482"
"1600000US0610676","Camptonville CDP, California","225000","106651"
"1600000US0649628","Mountain Ranch CDP, California","335500","69413"
"1600000US0642104","Lockeford CDP, California","327900","34511"
"1600000US0618590","Del Monte Forest CDP, California","1210400","105984"
"1600000US0634428","Honcut CDP, California","169700","32774"
"1600000US0639556","Lake Hughes CDP, California","254500","88743"
"1600000US0629252","Gazelle CDP, California","112500","36010"
"1600000US0634246","Holtville city, California","162200","9961"
"1600000US0638024","Kelly Ridge CDP, California","183200","36771"
"1600000US0607414","Bonita CDP, California","635900","22584"
"1600000US0642510","Lompico CDP, California","488000","61399"
"1600000US0672086","Sisquoc CDP, California","272200","24983"
"1600000US0671225","Shasta Lake city, California","175600","9009"
"1600000US0639220","Laguna Hills city, California","688200","20756"
"1600000US0670686","Seal Beach city, California","358700","23216"
"1600000US0638520","King City city, California","247100","17980"
"1600000US0621565","Edna CDP, California","658300","545558"
"1600000US0645806","Marina del Rey CDP, California","598800","307563"
"1600000US0622020","Elk Grove city, California","377800","3648"
"1600000US0640004","La Mesa city, California","491900","9060"
"1600000US0616210","Copperopolis CDP, California","301700","41787"
"1600000US0609864","Calimesa city, California","203800","22935"
"1600000US0619220","Diamond Springs CDP, California","277400","20519"
"1600000US0658506","Potter Valley CDP, California","424200","35703"
"1600000US0673388","South Taft CDP, California","103500","36786"
"1600000US0665000","San Bernardino city, California","225700","3902"
"1600000US0612048","Cathedral City city, California","259900","6030"
"1600000US0678148","Temple City city, California","694000","13992"
"1600000US0668238","San Martin CDP, California","925600","44520"
"1600000US0671568","Shingletown CDP, California","189900","32241"
"1600000US0607578","Boronda CDP, California","271700","62304"
"1600000US0608172","Bret Harte CDP, California","112700","19613"
"1600000US0649558","Mountain Gate CDP, California","117400","37686"
"1600000US0666070","San Dimas city, California","547500","22210"
"1600000US0640326","La Presa CDP, California","389500","11231"
"1600000US0611796","Castaic CDP, California","516600","16939"
"1600000US0685586","Williams city, California","197600","36644"
"1600000US0651000","Newcastle CDP, California","293100","78967"
"1600000US0601010","Allensworth CDP, California","84600","10929"
"1600000US0682852","Vineyard CDP, California","367000","7191"
"1600000US0665028","San Bruno city, California","839000","19915"
"1600000US0654120","Orcutt CDP, California","392200","8675"
"1600000US0618986","Desert Edge CDP, California","41600","8222"
"1600000US0611194","Carlsbad city, California","770100","15952"
"1600000US0664210","Salida CDP, California","278200","13759"
"1600000US0656784","Petaluma city, California","600900","10006"
"1600000US0621796","El Cerrito city, California","744600","20490"
"1600000US0663386","Ruth CDP, California","300000","127220"
"1600000US0626028","French Camp CDP, California","244800","46411"
"1600000US0602868","Arroyo Grande city, California","552300","27931"
"1600000US0607246","Bodega CDP, California","1506200","1342232"
"1600000US0662625","Rolling Hills CDP, California","365800","17815"
"1600000US0659220","Rail Road Flat CDP, California","236500","63839"
"1600000US0655086","Palermo CDP, California","204700","30586"
"1600000US0629392","Gerber CDP, California","111300","20362"
"1600000US0656112","Patterson city, California","285800","15801"
"1600000US0634281","Home Garden CDP, California","102700","16472"
"1600000US0621096","East San Gabriel CDP, California","732800","26360"
"1600000US0668154","San Luis Obispo city, California","617200","17956"
"1600000US0639484","Lake Don Pedro CDP, California","220400","30618"
"1600000US0680364","Tres Pinos CDP, California","758200","123573"
"1600000US0600562","Alameda city, California","797300","20751"
"1600000US0604938","Bell Canyon CDP, California","1452400","163897"
"1600000US0621936","El Granada CDP, California","981400","90855"
"1600000US0622510","El Verano CDP, California","624100","89465"
"1600000US0683626","Waterloo CDP, California","387900","296038"
"1600000US0613392","Chula Vista city, California","465000","5369"
"1600000US0648046","Mira Monte CDP, California","551700","36441"
"1600000US0671372","Shelter Cove CDP, California","401500","59398"
"1600000US0641936","Live Oak city, California","189300","14036"
"1600000US0675280","Strathmore CDP, California","88200","43401"
"1600000US0602476","Arcata city, California","333600","11674"
"1600000US0636980","Jackson city, California","251400","22417"
"1600000US0648872","Monterey city, California","764400","36621"
"1600000US0686328","Woodland city, California","345000","6275"
"1600000US0657876","Point Arena city, California","406300","155864"
"1600000US0653116","Oak Park CDP, California","734800","34879"
"1600000US0654388","Oroville East CDP, California","225300","15414"
"1600000US0647724","Millville CDP, California","391700","69023"
"1600000US0619584","Dorris city, California","106000","10237"
"1600000US0617722","Cutten CDP, California","296000","30658"
"1600000US0633549","Hidden Valley Lake CDP, California","286600","20329"
"1600000US0641040","Le Grand CDP, California","150900","12395"
"1600000US0640928","Laytonville CDP, California","315900","103906"
"1600000US0620956","East Palo Alto city, California","704500","46399"
"1600000US0668196","San Marcos city, California","494400","10201"
"1600000US0636910","Ivanhoe CDP, California","130400","36095"
"1600000US0653490","Olancha CDP, California","198100","89509"
"1600000US0633504","Hickman CDP, California","211100","75569"
"1600000US0665084","San Clemente city, California","881000","17055"
"1600000US0668266","San Miguel CDP (San Luis Obispo County), California","306200","54014"
"1600000US0623168","Fairfax town, California","820000","37202"
"1600000US0602168","Angwin CDP, California","674300","115500"
"1600000US0618030","Darwin CDP, California","31500","18099"
"1600000US0673612","Spreckels CDP, California","564000","247434"
"1600000US0651392","Niland CDP, California","73100","22106"
"1600000US0604734","Bear Valley Springs CDP, California","298900","22430"
"1600000US0639496","Lake Forest city, California","621000","10504"
"1600000US0639612","Lake Los Angeles CDP, California","157800","9661"
"1600000US0672282","Smartsville CDP, California","162500","100541"
"1600000US0650734","Needles city, California","86500","19011"
"1600000US0658352","Portola city, California","155800","30193"
"1600000US0631708","Half Moon Bay city, California","917500","48242"
"1600000US0642230","Lodoga CDP, California","104200","65123"
"1600000US0630944","Green Acres CDP, California","190100","45933"
"1600000US0634392","Homestead Valley CDP, California","121800","26576"
"1600000US0680266","Tranquillity CDP, California","181300","85283"
"1600000US0630703","Granite Hills CDP, California","606700","46510"
"1600000US0617610","Cupertino city, California","1584600","30482"
"1600000US0653266","Occidental CDP, California","607600","144728"
"1600000US0647332","Middletown CDP, California","348400","56482"
"1600000US0632030","Happy Camp CDP, California","152500","42577"
"1600000US0607172","Bluewater CDP, California","28300","8933"
"1600000US0610074","Cambria CDP, California","630600","19105"
"1600000US0645092","Mad River CDP, California","192000","150070"
"1600000US0673700","Spring Valley Lake CDP, California","275100","13093"
"1600000US0617106","Crest CDP, California","445400","35952"
"1600000US0612146","Cazadero CDP, California","435500","53412"
"1600000US0649270","Moreno Valley city, California","287300","3731"
"1600000US0657568","Plainview CDP, California","75500","14099"
"1600000US0632385","Hasley Canyon CDP, California","836400","70529"
"1600000US0636350","Independence CDP, California","167700","12862"
"1600000US0610816","Cantua Creek CDP, California","119800","30122"
"1600000US0675252","Stratford CDP, California","143300","32477"
"1600000US0670154","Santa Venetia CDP, California","740100","53667"
"1600000US0670130","Santa Rosa Valley CDP, California","1150200","68871"
"1600000US0630282","Golden Hills CDP, California","255700","22615"
"1600000US0613077","Chilcoot-Vinton CDP, California","67500","38472"
"1600000US0657825","Pleasure Point CDP, California","808000","84051"
"1600000US0646646","Mead Valley CDP, California","261500","25065"
"1600000US0683724","Waukena CDP, California","214300","142598"
"1600000US0657828","Plumas Eureka CDP, California","342200","75592"
"1600000US0638394","Kettleman City CDP, California","159500","74477"
"1600000US0659290","Raisin City CDP, California","195800","176227"
"1600000US0613854","Clay CDP, California","486400","46723"
"1600000US0641282","Lexington Hills CDP, California","882900","59150"
"1600000US0616560","Cotati city, California","485800","30605"
"1600000US0617372","Crowley Lake CDP, California","531600","105086"
"1600000US0620242","Dunsmuir city, California","163300","10818"
"1600000US0601360","Alta Sierra CDP, California","363000","20283"
"1600000US0646898","Merced city, California","212100","9062"
"1600000US0640256","La Palma city, California","634900","8723"
"1600000US0648641","Mono Vista CDP, California","233400","16856"
"1600000US0614302","Cobb CDP, California","259300","21880"
"1600000US0601444","Alturas city, California","90000","13788"
"1600000US0677000","Sunnyvale city, California","1111800","17921"
"1600000US0603064","Atascadero city, California","471900","16509"
"1600000US0639514","Lakehead CDP, California","209200","32241"
"1600000US0673167","South Monrovia Island CDP, California","437900","16664"
"1600000US0648186","Mission Hills CDP, California","396400","34736"
"1600000US0684732","West Point CDP, California","196900","97446"
"1600000US0664476","San Ardo CDP, California","218800","154628"
"1600000US0628168","Gardena city, California","441900","8793"
"1600000US0679529","Toro Canyon CDP, California","1453500","390095"
"1600000US0608100","Brea city, California","635400","8800"
"1600000US0607372","Bombay Beach CDP, California","44300","9830"
"1600000US0661068","Riverbank city, California","274800","7195"
"1600000US0652715","Oak Glen CDP, California","779500","127571"
"1600000US0616644","Coulterville CDP, California","158200","62029"
"1600000US0684606","Westmorland city, California","110800","13509"
"1600000US0673262","South San Francisco city, California","784800","17569"
"1600000US0680896","Tuttletown CDP, California","235700","95177"
"1600000US0664434","San Anselmo town, California","1039000","48796"
"1600000US0620900","East Nicolaus CDP, California","322500","90372"
"1600000US0649362","Morro Bay city, California","582400","31449"
"1600000US0681638","Valinda CDP, California","424300","7108"
"1600000US0654764","Pacheco CDP, California","128500","60348"
"1600000US0672338","Smith Corner CDP, California","167000","64261"
"1600000US0657244","Pine Mountain Lake CDP, California","310600","31317"
"1600000US0659426","Rancho Calaveras CDP, California","260300","24950"
"1600000US0655520","Paradise town, California","218400","12738"
"1600000US0641656","Lindcove CDP, California","193200","47601"
"1600000US0686076","Winton CDP, California","154300","12160"
"1600000US0617498","Cudahy city, California","405400","32946"
"1600000US0624722","Foothill Farms CDP, California","225200","7712"
"1600000US0613210","Chino city, California","433700","5793"
"1600000US0629350","Georgetown CDP, California","281400","33409"
"1600000US0600884","Alhambra city, California","582600","9058"
"1600000US0647794","Mineral CDP, California","168200","15745"
"1600000US0630658","Grand Terrace city, California","301300","15470"
"1600000US0680966","Twain Harte CDP, California","320000","29309"
"1600000US0648718","Montalvin Manor CDP, California","308700","67666"
"1600000US0670882","Selma city, California","174500","8836"
"1600000US0673962","Stanton city, California","360800","13653"
"1600000US0622454","El Sobrante CDP (Contra Costa County), California","460200","22603"
"1600000US0620907","East Oakdale CDP, California","586900","37406"
"1600000US0605108","Belmont city, California","1383700","94833"
"1600000US0672520","Soledad city, California","330500","20798"
"1600000US0683850","Weed city, California","125400","20225"
"1600000US0658870","Prunedale CDP, California","506200","34840"
"1600000US0641712","Lindsay city, California","140800","11284"
"1600000US0620018","Dublin city, California","824800","15104"
"1600000US0603274","Avalon city, California","707300","139624"
"1600000US0650076","Murrieta city, California","390800","7446"
"1600000US0634540","Hoopa CDP, California","207000","37179"
"1600000US0639690","Lake of the Pines CDP, California","388900","21942"
"1600000US0655380","Palos Verdes Estates city, California","1680600","96187"
"1600000US0607064","Bloomington CDP, California","246100","10473"
"1600000US0633294","Herald CDP, California","456100","41676"
"1600000US0645820","Marin City CDP, California","669600","55448"
"1600000US0669154","Santa Fe Springs city, California","430800","8685"
"1600000US0612062","Catheys Valley CDP, California","340800","73607"
"1600000US0657372","Piru CDP, California","318500","21443"
"1600000US0624764","Ford City CDP, California","126200","14980"
"1600000US0642370","Loma Linda city, California","344300","15641"
"1600000US0685446","Wildomar city, California","331100","8586"
"1600000US0655254","Palm Springs city, California","367900","8856"
"1600000US0666000","San Diego city, California","569100","3720"
"1600000US0623210","Fairmead CDP, California","188400","56272"
"1600000US0612669","Channel Islands Beach CDP, California","825900","111241"
"1600000US0631470","Guerneville CDP, California","441600","36985"
"1600000US0614554","College City CDP, California","246400","91416"
"1600000US0621894","Eldridge CDP, California","747100","151708"
"1600000US0601276","Alta CDP, California","368800","82608"
"1600000US0616580","Coto de Caza CDP, California","983200","30655"
"1600000US0613294","Chowchilla city, California","205200","23417"
"1600000US0686972","Yuba City city, California","258300","8113"
"1600000US0680280","Traver CDP, California","126400","45155"
"1600000US0665070","San Carlos city, California","1502300","44683"
"1600000US0672772","Soulsbyville CDP, California","265800","59439"
"1600000US0670000","Santa Monica city, California","1242100","62964"
"1600000US0686244","Woodcrest CDP, California","475300","18890"
"1600000US0656028","Pasatiempo CDP, California","1043500","144967"
"1600000US0606434","Big Bear Lake city, California","390200","25328"
"1600000US0648914","Monterey Park city, California","593300","11887"
"1600000US0603209","August CDP, California","127800","23153"
"1600000US0610928","Canyon Lake city, California","441200","24471"
"1600000US0605290","Benicia city, California","557600","14612"
"1600000US0607162","Blue Lake city, California","293400","48700"
"1600000US0684816","West Sacramento city, California","329700","9069"
"1600000US0638422","Keyes CDP, California","185000","37150"
"1600000US0657834","Plymouth city, California","227400","37407"
"1600000US0640410","La Riviera CDP, California","274800","7397"
"1600000US0606560","Biggs city, California","189200","14394"
"1600000US0622594","Emeryville city, California","479600","18443"
"1600000US0649651","Mountain View CDP, California","382800","56081"
"1600000US0603708","Ballico CDP, California","187500","125755"
"1600000US0621230","Eastvale city, California","547800","9888"
"1600000US0677595","Taft Mosswood CDP, California","188300","52901"
"1600000US0602294","Anza CDP, California","163500","23463"
"1600000US0609332","Buttonwillow CDP, California","120100","7893"
"1600000US0671078","Seville CDP, California","106300","39230"
"1600000US0648690","Montague city, California","129100","18512"
"1600000US0644168","Los Olivos CDP, California","905400","68799"
"1600000US0678126","Temelec CDP, California","459100","67691"
"1600000US0673794","Squaw Valley CDP, California","209200","23264"
"1600000US0612524","Ceres city, California","250900","8313"
"1600000US0614442","Cohasset CDP, California","235000","96277"
"1600000US0638114","Kentfield CDP, California","1885200","126279"
"1600000US0615044","Compton city, California","319800","7150"
"1600000US0680686","Tulelake city, California","81600","11746"
"1600000US0646926","Meridian CDP, California","220000","50051"
"1600000US0654652","Oxnard city, California","427900","5194"
"1600000US0610301","Camino Tassajara CDP, California","1226300","73224"
"1600000US0611656","Casa Conejo CDP, California","565000","24119"
"1600000US0641152","Lemoore city, California","213400","7235"
"1600000US0651637","North Auburn CDP, California","339800","21879"
"1600000US0627130","Fruitridge Pocket CDP, California","174100","17492"
"1600000US0660970","Rio Oso CDP, California","376600","27316"
"1600000US0652624","Nuevo CDP, California","288700","19066"
"1600000US0641208","Leona Valley CDP, California","434600","28649"
"1600000US0645006","McSwain CDP, California","425900","25302"
"1600000US0649138","Moorpark city, California","621200","14958"
"1600000US0621188","East Sonora CDP, California","227500","70863"
"1600000US0639710","Lakeport city, California","222900","44868"
"1600000US0622412","El Segundo city, California","969700","46680"
"1600000US0622457","El Sobrante CDP (Riverside County), California","492800","29438"
"1600000US0637022","Jacumba CDP, California","135800","12954"
"1600000US0670364","Sausalito city, California","1272700","107571"
"1600000US0683863","Weedpatch CDP, California","98800","21515"
"1600000US0610046","Camarillo city, California","578100","8501"
"1600000US0660706","Ridgemark CDP, California","602700","18425"
"1600000US0662896","Rosemead city, California","534200","15145"
"1600000US0678960","Topanga CDP, California","1020600","69562"
"1600000US0678106","Tehama city, California","153100","33591"
"1600000US0678050","Tecopa CDP, California","64100","23839"
"1600000US0664000","Sacramento city, California","313400","4106"
"1600000US0636826","Irwindale city, California","398900","24293"
"1600000US0657792","Pleasanton city, California","933500","10025"
"1600000US0629504","Gilroy city, California","636200","11448"
"1600000US0633574","Highgrove CDP, California","351400","36985"
"1600000US0678092","Tehachapi city, California","196400","15279"
"1600000US0644242","Los Ranchos CDP, California","932100","50882"
"1600000US0625086","Fort Dick CDP, California","335800","141335"
"1600000US0631960","Hanford city, California","211900","5705"
"1600000US0671414","Sheridan CDP, California","276500","107464"
"1600000US0674172","Stinson Beach CDP, California","1678300","286846"
"1600000US0610042","Camanche North Shore CDP, California","234500","32708"
"1600000US0618940","Descanso CDP, California","366300","34579"
"1600000US0651990","North Lakeport CDP, California","216700","28455"
"1600000US0636056","Huntington Park city, California","377200","10895"
"1600000US0651812","North Edwards CDP, California","57900","37549"
"1600000US0634928","Humboldt Hill CDP, California","246800","24093"
"1600000US0662644","Rolling Hills Estates city, California","1229300","52661"
"1600000US0633308","Hercules city, California","510000","21510"
"1600000US0617288","Cromberg CDP, California","233800","62690"
"1600000US0608058","Brawley city, California","169600","9201"
"1600000US0659052","Quartz Hill CDP, California","309400","13620"
"1600000US0638562","Kingsburg city, California","259800","18296"
"1600000US0685642","Willow Creek CDP, California","280200","64199"
"1600000US0662168","Robbins CDP, California","187500","49974"
"1600000US0681722","Valley Acres CDP, California","113400","8181"
"1600000US0629112","Garnet CDP, California","123000","37546"
"1600000US0621810","El Cerrito CDP, California","446300","34250"
"1600000US0686174","Wofford Heights CDP, California","109500","31453"
"1600000US0681967","Val Verde CDP, California","327600","17473"
"1600000US0677378","Sutter CDP, California","223100","16160"
"1600000US0685600","Willits city, California","231200","26969"
"1600000US0656546","Penryn CDP, California","495400","160879"
"1600000US0634120","Hollister city, California","445000","7295"
"1600000US0631393","Grover Beach city, California","464000","18908"
"1600000US0647486","Millbrae city, California","1230900","36984"
"1600000US0632340","Hartley CDP, California","546000","59554"
"1600000US0600674","Albany city, California","812800","37501"
"1600000US0609878","Calipatria city, California","132200","26816"
"1600000US0625300","Fort Washington CDP, California","575800","145560"
"1600000US0659248","Rainbow CDP, California","445600","40577"
"1600000US0631302","Grizzly Flats CDP, California","227400","31557"
"1600000US0657414","Pismo Beach city, California","689900","46539"
"1600000US0601514","Amador City city, California","295000","120763"
"1600000US0683570","Washington CDP, California","137500","72981"
"1600000US0609710","Calexico city, California","196500","11066"
"1600000US0671964","Silver Lakes CDP, California","221700","9453"
"1600000US0656868","Philo CDP, California","363900","278019"
"1600000US0621292","East Whittier CDP, California","549800","22767"
"1600000US0686482","Woodville CDP, California","103000","14067"
"1600000US0608478","Brookdale CDP, California","649600","55827"
"1600000US0647066","Mesa Verde CDP, California","49700","46925"
"1600000US0656798","Peters CDP, California","442000","70264"
"1600000US0662860","Rose Hills CDP, California","562300","58455"
"1600000US0684592","Westmont CDP, California","385000","14912"
"1600000US0673220","South Pasadena city, California","985000","36743"
"1600000US0631890","Hamilton City CDP, California","171300","19096"
"1600000US0671554","Shingle Springs CDP, California","488200","42809"
"1600000US0636084","Huron city, California","153800","44666"
"1600000US0645484","Manteca city, California","352700","6564"
"1600000US0619570","Dorrington CDP, California","339600","85657"
"1600000US0639892","Lakewood city, California","524600","10683"
"1600000US0651924","North Highlands CDP, California","197200","9654"
"1600000US0606518","Big Creek CDP, California","322700","140638"
"1600000US0660984","Rio Vista city, California","322400","14755"
"1600000US0608968","Burbank CDP, California","666700","37158"
"1600000US0681708","Valle Vista CDP, California","157500","19007"
"1600000US0664308","Salton Sea Beach CDP, California","58100","16068"
"1600000US0617050","Crescent Mills CDP, California","214500","33784"
"1600000US0614498","Colfax city, California","257700","21272"
"1600000US0668084","San Leandro city, California","543100","10634"
"1600000US0678890","Tomales CDP, California","557000","106446"
"1600000US0611978","Castroville CDP, California","352100","45973"
"1600000US0636613","Interlaken CDP, California","506300","49065"
"1600000US0656120","Patterson Tract CDP, California","196100","109867"
"1600000US0611446","Carpinteria city, California","671300","44075"
"1600000US0645022","Madera city, California","202300","10359"
"1600000US0626067","French Valley CDP, California","406900","9132"
"1600000US0606000","Berkeley city, California","938400","15001"
"1600000US0647822","Minkler CDP, California","356700","112756"
"1600000US0625058","Fort Bragg city, California","329900","19286"
"1600000US0611754","Casmalia CDP, California","172500","161838"
"1600000US0622804","Escondido city, California","423000","7998"
"1600000US0651168","New Pine Creek CDP, California","118800","67754"
"1600000US0637554","Joshua Tree CDP, California","124600","23925"
"1600000US0609066","Burlingame city, California","1709500","59154"
"1600000US0617162","Crestline CDP, California","219400","18104"
"1600000US0684144","West Carson CDP, California","439300","13908"
"1600000US0614232","Clyde CDP, California","386800","48122"
"1600000US0649582","Mountain House CDP, California","557500","22886"
"1600000US0654218","Orick CDP, California","203100","187281"
"1600000US0629154","Gasquet CDP, California","200000","104261"
"1600000US0600135","Acalanes Ridge CDP, California","966400","128637"
"1600000US0636448","Indio city, California","267900","4974"
"1600000US0618695","Del Rio CDP, California","996000","284684"
"1600000US0650874","Nevada City city, California","385500","75938"
"1600000US0639411","Lake Almanor Country Club CDP, California","466300","57301"
"1600000US0644700","McArthur CDP, California","224000","50553"
"1600000US0614736","Colma town, California","679300","45374"
"1600000US0652526","Norwalk city, California","410400","4673"
"1600000US0628014","Fulton CDP, California","779800","700598"
"1600000US0656700","Perris city, California","261000","6445"
"1600000US0608758","Buellton city, California","504200","50087"
"1600000US0604870","Bell city, California","390100","14386"
"1600000US0648298","Mi-Wuk Village CDP, California","264200","37719"
"1600000US0660102","Redwood City city, California","1127100","28845"
"1600000US0621880","El Dorado Hills CDP, California","610900","7026"
"1600000US0608338","Broadmoor CDP, California","757800","64301"
"1600000US0644826","McFarland city, California","158100","5669"
"1600000US0600535","Airport CDP, California","168000","26389"
"1600000US0603330","Avila Beach CDP, California","1044800","360872"
"1600000US0670098","Santa Rosa city, California","490000","7221"
"1600000US0683402","Walnut Park CDP, California","376300","13728"
"1600000US0680238","Tracy city, California","422900","6723"
"1600000US0682842","Vine Hill CDP, California","430500","73905"
"1600000US0616350","Corona city, California","444200","5000"
"1600000US0611390","Carmichael CDP, California","359800","5805"
"1600000US0629000","Garden Grove city, California","519600","8993"
"1600000US0641866","Little River CDP, California","835000","318699"
"1600000US0662756","Romoland CDP, California","314200","44540"
"1600000US0659920","Redding city, California","253700","5184"
"1600000US0680000","Torrance city, California","724700","9823"
"1600000US0618464","Delhi CDP, California","198800","28597"
"1600000US0653896","Ontario city, California","348200","3707"
"1600000US0607316","Bolinas CDP, California","1061300","123166"
"1600000US0620928","Easton CDP, California","175000","35259"
"1600000US0601192","Alpine CDP, California","567800","21213"
"1600000US0638800","Knights Landing CDP, California","175900","59040"
"1600000US0659451","Rancho Cucamonga city, California","473800","6142"
"1600000US0622790","Escalon city, California","315000","24718"
"1600000US0644350","Lower Lake CDP, California","81800","37592"
"1600000US0652246","North San Juan CDP, California","259700","255430"
"1600000US0603316","Avery CDP, California","240800","64112"
"1600000US0604730","Bear Valley CDP (Mariposa County), California","237000","113769"
"1600000US0602462","Arcadia city, California","1068800","29899"
"1600000US0641180","Lennox CDP, California","393100","20027"
"1600000US0609598","Calabasas city, California","1042000","64534"
"1600000US0678568","Thornton CDP, California","308800","66936"
"1600000US0649600","Mountain Mesa CDP, California","139700","85018"
"1600000US0650398","National City city, California","365800","9312"
"1600000US0686678","Yankee Hill CDP, California","148800","60328"
"1600000US0657330","Pioneer CDP, California","275000","34059"
"1600000US0629070","Garey CDP, California","461100","117497"
"1600000US0681890","Valley Springs CDP, California","291500","35419"
"1600000US0671218","Shasta CDP, California","298900","46119"
"1600000US0613588","Citrus Heights city, California","274600","5204"
"1600000US0672184","Sleepy Hollow CDP, California","1767200","322823"
"1600000US0622972","Etna city, California","169400","26588"
"1600000US0645778","Marina city, California","469500","13852"
"1600000US0642412","Loma Rica CDP, California","296600","31258"
"1600000US0672408","Snelling CDP, California","184600","16623"
"1600000US0684116","West Athens CDP, California","425400","14028"
"1600000US0650916","Newark city, California","668700","14671"
