GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1500000US060371043103,060371043103,"Block Group 3, Census Tract 1043.10, Los Angeles County, California",235,47,212,47,132,39,80,41,63,39,17,15,23,25,12,18,11,17
1500000US060371043201,060371043201,"Block Group 1, Census Tract 1043.20, Los Angeles County, California",531,117,474,118,286,88,188,103,84,65,104,81,57,39,57,39,0,12
1500000US060371043202,060371043202,"Block Group 2, Census Tract 1043.20, Los Angeles County, California",174,95,155,94,104,79,51,54,40,50,11,17,19,23,19,23,0,12
1500000US060371043203,060371043203,"Block Group 3, Census Tract 1043.20, Los Angeles County, California",195,60,167,61,45,36,122,59,36,35,86,52,28,28,28,28,0,12
1500000US060371043204,060371043204,"Block Group 4, Census Tract 1043.20, Los Angeles County, California",128,66,123,67,51,44,72,60,18,31,54,46,5,8,5,8,0,12
1500000US060371044011,060371044011,"Block Group 1, Census Tract 1044.01, Los Angeles County, California",283,51,233,45,174,42,59,27,22,19,37,27,50,36,39,31,11,18
1500000US060371044012,060371044012,"Block Group 2, Census Tract 1044.01, Los Angeles County, California",400,50,352,52,264,52,88,38,18,17,70,36,48,26,40,22,8,12
1500000US060371044031,060371044031,"Block Group 1, Census Tract 1044.03, Los Angeles County, California",372,57,353,59,259,59,94,41,29,21,65,36,19,18,15,17,4,6
1500000US060371044032,060371044032,"Block Group 2, Census Tract 1044.03, Los Angeles County, California",240,55,193,54,111,46,82,39,30,28,52,33,47,33,30,32,17,26
1500000US060371044041,060371044041,"Block Group 1, Census Tract 1044.04, Los Angeles County, California",205,46,180,49,119,42,61,35,10,15,51,30,25,18,14,12,11,12
1500000US060371044042,060371044042,"Block Group 2, Census Tract 1044.04, Los Angeles County, California",348,56,336,59,217,54,119,46,48,31,71,37,12,16,8,14,4,7
1500000US060371045001,060371045001,"Block Group 1, Census Tract 1045, Los Angeles County, California",171,45,137,46,89,37,48,34,31,28,17,17,34,24,16,12,18,27
1500000US060371045002,060371045002,"Block Group 2, Census Tract 1045, Los Angeles County, California",404,65,369,71,247,72,122,50,55,36,67,38,35,34,35,34,0,12
1500000US060371046101,060371046101,"Block Group 1, Census Tract 1046.10, Los Angeles County, California",425,55,351,51,196,48,155,41,39,23,116,39,74,44,46,36,28,30
1500000US060371046102,060371046102,"Block Group 2, Census Tract 1046.10, Los Angeles County, California",254,51,232,47,134,41,98,43,28,26,70,37,22,22,14,18,8,13
1500000US060371046201,060371046201,"Block Group 1, Census Tract 1046.20, Los Angeles County, California",235,62,203,58,117,45,86,46,29,30,57,31,32,27,32,27,0,12
1500000US060371046202,060371046202,"Block Group 2, Census Tract 1046.20, Los Angeles County, California",450,57,424,60,313,59,111,43,40,30,71,32,26,28,26,28,0,12
1500000US060371047011,060371047011,"Block Group 1, Census Tract 1047.01, Los Angeles County, California",320,48,320,48,231,53,89,44,27,24,62,37,0,12,0,12,0,12
1500000US060371047012,060371047012,"Block Group 2, Census Tract 1047.01, Los Angeles County, California",363,53,354,52,120,47,234,52,22,21,212,52,9,14,9,14,0,12
1500000US060371047013,060371047013,"Block Group 3, Census Tract 1047.01, Los Angeles County, California",172,48,151,44,89,41,62,30,19,21,43,28,21,23,8,12,13,20
1500000US060371047031,060371047031,"Block Group 1, Census Tract 1047.03, Los Angeles County, California",274,52,231,46,146,50,85,42,47,35,38,30,43,27,43,27,0,12
1500000US060371047032,060371047032,"Block Group 2, Census Tract 1047.03, Los Angeles County, California",209,45,181,44,156,50,25,19,15,14,10,14,28,23,3,5,25,22
1500000US060371047041,060371047041,"Block Group 1, Census Tract 1047.04, Los Angeles County, California",767,82,656,101,409,117,247,91,86,60,161,76,111,64,64,39,47,53
1500000US060371048101,060371048101,"Block Group 1, Census Tract 1048.10, Los Angeles County, California",163,61,148,64,101,54,47,46,47,46,0,12,15,14,9,12,6,8
1500000US060371048102,060371048102,"Block Group 2, Census Tract 1048.10, Los Angeles County, California",195,71,195,71,94,53,101,58,44,42,57,44,0,12,0,12,0,12
1500000US060371048103,060371048103,"Block Group 3, Census Tract 1048.10, Los Angeles County, California",590,100,575,99,450,106,125,67,38,27,87,60,15,25,0,12,15,25
1500000US060371048211,060371048211,"Block Group 1, Census Tract 1048.21, Los Angeles County, California",411,60,368,63,209,62,159,53,42,33,117,47,43,31,36,30,7,10
1500000US060371048212,060371048212,"Block Group 2, Census Tract 1048.21, Los Angeles County, California",219,44,213,45,151,45,62,34,38,26,24,21,6,9,6,9,0,12
1500000US060371048221,060371048221,"Block Group 1, Census Tract 1048.22, Los Angeles County, California",501,51,372,53,247,63,125,56,69,36,56,39,129,44,113,44,16,18
1500000US060371060101,060371060101,"Block Group 1, Census Tract 1060.10, Los Angeles County, California",573,60,538,73,351,69,187,65,118,52,69,46,35,30,28,27,7,11
1500000US060371060201,060371060201,"Block Group 1, Census Tract 1060.20, Los Angeles County, California",419,93,399,94,275,79,124,80,75,70,49,34,20,22,20,22,0,12
1500000US060371060202,060371060202,"Block Group 2, Census Tract 1060.20, Los Angeles County, California",577,102,557,107,350,88,207,89,122,79,85,60,20,22,20,22,0,12
1500000US060371061111,060371061111,"Block Group 1, Census Tract 1061.11, Los Angeles County, California",218,84,210,88,109,65,101,71,16,22,85,67,8,13,0,12,8,13
1500000US060371061112,060371061112,"Block Group 2, Census Tract 1061.11, Los Angeles County, California",492,80,458,78,385,84,73,52,49,35,24,38,34,27,20,23,14,17
1500000US060371061121,060371061121,"Block Group 1, Census Tract 1061.12, Los Angeles County, California",395,103,350,98,194,78,156,73,51,43,105,64,45,43,26,33,19,29
1500000US060371061122,060371061122,"Block Group 2, Census Tract 1061.12, Los Angeles County, California",561,111,540,112,459,100,81,50,69,50,12,13,21,22,21,22,0,12
1500000US060371061131,060371061131,"Block Group 1, Census Tract 1061.13, Los Angeles County, California",356,74,336,76,270,73,66,51,15,16,51,48,20,18,20,18,0,12
1500000US060371061132,060371061132,"Block Group 2, Census Tract 1061.13, Los Angeles County, California",265,61,241,59,198,60,43,27,16,17,27,21,24,28,7,10,17,26
1500000US060371061141,060371061141,"Block Group 1, Census Tract 1061.14, Los Angeles County, California",968,100,886,108,425,106,461,101,213,84,248,89,82,40,21,15,61,37
1500000US060371061142,060371061142,"Block Group 2, Census Tract 1061.14, Los Angeles County, California",263,68,249,69,144,66,105,58,25,26,80,58,14,15,14,15,0,12
1500000US060371064031,060371064031,"Block Group 1, Census Tract 1064.03, Los Angeles County, California",222,59,202,57,145,53,57,38,38,33,19,21,20,15,16,13,4,7
1500000US060371064032,060371064032,"Block Group 2, Census Tract 1064.03, Los Angeles County, California",230,47,211,50,164,50,47,27,4,6,43,26,19,14,8,9,11,12
1500000US060371064033,060371064033,"Block Group 3, Census Tract 1064.03, Los Angeles County, California",171,44,167,44,113,40,54,30,10,11,44,27,4,6,4,6,0,12
1500000US060371064051,060371064051,"Block Group 1, Census Tract 1064.05, Los Angeles County, California",341,103,243,81,132,57,111,57,0,12,111,57,98,77,89,76,9,14
1500000US060371064052,060371064052,"Block Group 2, Census Tract 1064.05, Los Angeles County, California",195,85,175,84,117,76,58,46,0,12,58,46,20,21,20,21,0,12
1500000US060371064053,060371064053,"Block Group 3, Census Tract 1064.05, Los Angeles County, California",265,96,232,96,188,90,44,39,0,12,44,39,33,51,33,51,0,12
1500000US060371064061,060371064061,"Block Group 1, Census Tract 1064.06, Los Angeles County, California",508,98,398,89,327,87,71,46,32,35,39,33,110,69,65,42,45,55
1500000US060371064062,060371064062,"Block Group 2, Census Tract 1064.06, Los Angeles County, California",144,90,132,88,122,88,10,16,0,12,10,16,12,19,12,19,0,12
1500000US060371064063,060371064063,"Block Group 3, Census Tract 1064.06, Los Angeles County, California",211,88,173,85,102,80,71,60,0,12,71,60,38,40,38,40,0,12
1500000US060371064071,060371064071,"Block Group 1, Census Tract 1064.07, Los Angeles County, California",362,72,293,66,162,53,131,57,39,34,92,52,69,38,32,20,37,32
1500000US060371064072,060371064072,"Block Group 2, Census Tract 1064.07, Los Angeles County, California",178,62,157,59,79,43,78,46,20,25,58,42,21,17,21,17,0,12
1500000US060371064081,060371064081,"Block Group 1, Census Tract 1064.08, Los Angeles County, California",592,74,516,73,294,67,222,63,61,44,161,48,76,29,61,29,15,18
1500000US060371064082,060371064082,"Block Group 2, Census Tract 1064.08, Los Angeles County, California",172,51,168,50,63,38,105,47,3,5,102,48,4,6,4,6,0,12
1500000US060371065101,060371065101,"Block Group 1, Census Tract 1065.10, Los Angeles County, California",311,83,266,78,194,64,72,57,46,53,26,26,45,38,16,17,29,34
1500000US060371065102,060371065102,"Block Group 2, Census Tract 1065.10, Los Angeles County, California",236,88,199,84,117,60,82,59,31,38,51,48,37,42,25,35,12,19
1500000US060371065103,060371065103,"Block Group 3, Census Tract 1065.10, Los Angeles County, California",289,92,237,89,183,90,54,44,5,9,49,43,52,48,34,39,18,30
1500000US060371065201,060371065201,"Block Group 1, Census Tract 1065.20, Los Angeles County, California",394,81,379,84,206,73,173,79,115,68,58,44,15,17,9,13,6,10
1500000US060371065202,060371065202,"Block Group 2, Census Tract 1065.20, Los Angeles County, California",367,97,281,87,174,66,107,67,43,41,64,52,86,56,86,56,0,12
1500000US060371065203,060371065203,"Block Group 3, Census Tract 1065.20, Los Angeles County, California",258,74,258,74,144,45,114,69,72,55,42,40,0,12,0,12,0,12
1500000US060371066031,060371066031,"Block Group 1, Census Tract 1066.03, Los Angeles County, California",53,16,53,16,49,16,4,8,0,12,4,8,0,12,0,12,0,12
1500000US060371066032,060371066032,"Block Group 2, Census Tract 1066.03, Los Angeles County, California",36,23,32,22,32,22,0,12,0,12,0,12,4,7,4,7,0,12
1500000US060371066041,060371066041,"Block Group 1, Census Tract 1066.04, Los Angeles County, California",39,37,39,37,16,18,23,36,0,12,23,36,0,12,0,12,0,12
1500000US060371066042,060371066042,"Block Group 2, Census Tract 1066.04, Los Angeles County, California",418,103,356,101,247,92,109,57,60,41,49,36,62,45,24,23,38,40
1500000US060371066043,060371066043,"Block Group 3, Census Tract 1066.04, Los Angeles County, California",211,66,203,67,134,68,69,46,31,37,38,43,8,13,0,12,8,13
1500000US060371066044,060371066044,"Block Group 4, Census Tract 1066.04, Los Angeles County, California",238,74,176,69,76,39,100,67,16,23,84,63,62,49,52,47,10,14
1500000US060371066411,060371066411,"Block Group 1, Census Tract 1066.41, Los Angeles County, California",48,25,43,24,27,18,16,17,0,12,16,17,5,7,5,7,0,12
1500000US060371066421,060371066421,"Block Group 1, Census Tract 1066.42, Los Angeles County, California",31,29,31,29,20,23,11,17,0,12,11,17,0,12,0,12,0,12
1500000US060371066422,060371066422,"Block Group 2, Census Tract 1066.42, Los Angeles County, California",95,59,82,56,72,54,10,17,10,17,0,12,13,19,13,19,0,12
1500000US060371066423,060371066423,"Block Group 3, Census Tract 1066.42, Los Angeles County, California",104,60,104,60,68,67,36,42,36,42,0,12,0,12,0,12,0,12
1500000US060371066431,060371066431,"Block Group 1, Census Tract 1066.43, Los Angeles County, California",66,47,66,47,59,49,7,16,0,12,7,16,0,12,0,12,0,12
1500000US060371066432,060371066432,"Block Group 2, Census Tract 1066.43, Los Angeles County, California",47,37,28,27,28,27,0,12,0,12,0,12,19,27,0,12,19,27
1500000US060371066433,060371066433,"Block Group 3, Census Tract 1066.43, Los Angeles County, California",21,23,21,23,21,23,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371066451,060371066451,"Block Group 1, Census Tract 1066.45, Los Angeles County, California",72,53,63,54,56,52,7,11,0,12,7,11,9,15,9,15,0,12
1500000US060371066452,060371066452,"Block Group 2, Census Tract 1066.45, Los Angeles County, California",66,34,56,31,56,31,0,12,0,12,0,12,10,15,10,15,0,12
1500000US060371066461,060371066461,"Block Group 1, Census Tract 1066.46, Los Angeles County, California",48,32,24,23,20,21,4,6,0,12,4,6,24,25,16,24,8,11
1500000US060371066462,060371066462,"Block Group 2, Census Tract 1066.46, Los Angeles County, California",180,36,154,26,113,41,41,25,35,23,6,8,26,25,3,5,23,24
1500000US060371066481,060371066481,"Block Group 1, Census Tract 1066.48, Los Angeles County, California",666,66,598,67,388,75,210,57,63,38,147,48,68,39,46,31,22,19
1500000US060371066482,060371066482,"Block Group 2, Census Tract 1066.48, Los Angeles County, California",266,60,216,62,112,50,104,44,32,34,72,37,50,38,35,33,15,24
1500000US060371066491,060371066491,"Block Group 1, Census Tract 1066.49, Los Angeles County, California",207,52,194,51,91,31,103,48,9,14,94,48,13,14,6,9,7,10
1500000US060371066492,060371066492,"Block Group 2, Census Tract 1066.49, Los Angeles County, California",210,61,184,53,137,53,47,35,30,24,17,27,26,31,20,30,6,9
1500000US060371070101,060371070101,"Block Group 1, Census Tract 1070.10, Los Angeles County, California",672,45,549,62,421,71,128,49,51,32,77,37,123,47,92,36,31,31
1500000US060371070201,060371070201,"Block Group 1, Census Tract 1070.20, Los Angeles County, California",884,106,761,99,563,99,198,69,16,19,182,68,123,89,123,89,0,12
1500000US060371070202,060371070202,"Block Group 2, Census Tract 1070.20, Los Angeles County, California",188,83,179,84,113,57,66,57,66,57,0,12,9,15,9,15,0,12
1500000US060371081011,060371081011,"Block Group 1, Census Tract 1081.01, Los Angeles County, California",88,40,88,40,63,31,25,27,16,25,9,11,0,12,0,12,0,12
1500000US060371081021,060371081021,"Block Group 1, Census Tract 1081.02, Los Angeles County, California",57,37,48,33,39,31,9,14,9,14,0,12,9,15,9,15,0,12
1500000US060371081031,060371081031,"Block Group 1, Census Tract 1081.03, Los Angeles County, California",14,26,14,26,14,26,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371081032,060371081032,"Block Group 2, Census Tract 1081.03, Los Angeles County, California",15,28,15,28,15,28,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371081041,060371081041,"Block Group 1, Census Tract 1081.04, Los Angeles County, California",34,27,30,27,30,27,0,12,0,12,0,12,4,6,0,12,4,6
1500000US060371082011,060371082011,"Block Group 1, Census Tract 1082.01, Los Angeles County, California",11,17,11,17,11,17,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371082012,060371082012,"Block Group 2, Census Tract 1082.01, Los Angeles County, California",32,49,32,49,32,49,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371082021,060371082021,"Block Group 1, Census Tract 1082.02, Los Angeles County, California",221,117,136,83,118,80,18,31,0,17,18,31,85,76,85,76,0,17
1500000US060371091001,060371091001,"Block Group 1, Census Tract 1091, Los Angeles County, California",152,48,74,36,48,35,26,24,0,12,26,24,78,42,63,39,15,22
1500000US060371091002,060371091002,"Block Group 2, Census Tract 1091, Los Angeles County, California",192,34,192,34,148,30,44,35,30,27,14,21,0,12,0,12,0,12
1500000US060371092001,060371092001,"Block Group 1, Census Tract 1092, Los Angeles County, California",98,63,98,63,90,64,8,12,8,12,0,12,0,12,0,12,0,12
1500000US060371092002,060371092002,"Block Group 2, Census Tract 1092, Los Angeles County, California",93,70,86,70,86,70,0,12,0,12,0,12,7,11,7,11,0,12
1500000US060371092003,060371092003,"Block Group 3, Census Tract 1092, Los Angeles County, California",66,57,24,29,12,21,12,20,12,20,0,12,42,51,31,48,11,17
1500000US060371093001,060371093001,"Block Group 1, Census Tract 1093, Los Angeles County, California",103,48,103,48,81,43,22,27,0,12,22,27,0,12,0,12,0,12
1500000US060371093002,060371093002,"Block Group 2, Census Tract 1093, Los Angeles County, California",149,49,135,44,111,34,24,29,18,28,6,9,14,21,14,21,0,12
1500000US060371093003,060371093003,"Block Group 3, Census Tract 1093, Los Angeles County, California",121,47,99,50,52,37,47,37,19,21,28,31,22,26,8,10,14,24
1500000US060371094001,060371094001,"Block Group 1, Census Tract 1094, Los Angeles County, California",242,72,197,60,136,60,61,52,14,17,47,49,45,39,23,21,22,34
1500000US060371094002,060371094002,"Block Group 2, Census Tract 1094, Los Angeles County, California",190,75,118,58,84,57,34,24,0,12,34,24,72,58,72,58,0,12
1500000US060371094003,060371094003,"Block Group 3, Census Tract 1094, Los Angeles County, California",263,80,242,85,192,84,50,36,8,12,42,34,21,19,21,19,0,12
1500000US060371095001,060371095001,"Block Group 1, Census Tract 1095, Los Angeles County, California",223,59,217,59,148,50,69,47,17,20,52,44,6,10,6,10,0,12
1500000US060371095002,060371095002,"Block Group 2, Census Tract 1095, Los Angeles County, California",386,78,354,86,287,84,67,44,12,17,55,39,32,34,32,34,0,12
1500000US060371095003,060371095003,"Block Group 3, Census Tract 1095, Los Angeles County, California",259,82,259,82,183,77,76,59,25,31,51,53,0,12,0,12,0,12
1500000US060371096011,060371096011,"Block Group 1, Census Tract 1096.01, Los Angeles County, California",166,76,136,76,81,57,55,47,46,45,9,17,30,28,18,20,12,19
1500000US060371096012,060371096012,"Block Group 2, Census Tract 1096.01, Los Angeles County, California",126,72,115,72,98,67,17,20,0,12,17,20,11,16,0,12,11,16
1500000US060371096013,060371096013,"Block Group 3, Census Tract 1096.01, Los Angeles County, California",274,89,258,92,150,80,108,65,42,36,66,53,16,19,16,19,0,12
1500000US060371096014,060371096014,"Block Group 4, Census Tract 1096.01, Los Angeles County, California",234,89,234,89,234,89,0,12,0,12,0,12,0,12,0,12,0,12
1500000US060371096031,060371096031,"Block Group 1, Census Tract 1096.03, Los Angeles County, California",151,60,151,60,118,58,33,32,10,21,23,25,0,12,0,12,0,12
